PM10,PM2.5,NO,NO2,NOX,CO,OZONO,Station,DateTime,Status
62.5,23.0,23.02,17.339,40.359,0.70292,0.307,PTE,08-04-2021 02:00,True
62.0,17.0,20.627,16.657,37.283,0.72534,0.14,PTE,08-04-2021 03:00,True
44.4,20.0,10.624,15.337,25.964,0.61701,0.194,PTE,08-04-2021 04:00,True
37.5,19.0,22.875,17.046,39.921,0.81152,0.248,PTE,08-04-2021 05:00,True
29.3,19.0,20.444,17.567,38.012,0.81723,0.505,PTE,08-04-2021 06:00,True
27.5,21.0,114.043,25.101,139.144,2.09649,0.816,PTE,08-04-2021 07:00,True
41.4,41.0,117.151,36.613,153.763,2.49017,1.44,PTE,08-04-2021 08:00,True
,60.0,72.101,34.809,106.909,1.8578,2.057,PTE,08-04-2021 09:00,True
64.1,57.0,48.676,35.798,84.474,1.51328,3.925,PTE,08-04-2021 10:00,True
63.1,55.0,40.79,34.794,75.584,1.46163,3.326,PTE,08-04-2021 11:00,True
82.2,46.0,23.402,30.681,54.084,1.20879,9.133,PTE,08-04-2021 12:00,True
82.7,35.0,16.292,17.96,34.257,0.94277,6.568,PTE,08-04-2021 13:00,True
70.5,4.0,10.39,11.953,22.347,0.69388,9.912,PTE,08-04-2021 14:00,False
46.6,9.0,19.009,19.07,38.079,0.931,5.7,PTE,08-04-2021 15:00,False
36.8,11.0,16.305,20.626,36.931,0.95802,9.451,PTE,08-04-2021 16:00,False
32.6,32.0,6.848,19.539,26.387,0.79842,11.421,PTE,08-04-2021 17:00,True
29.2,5.0,11.202,21.914,33.116,0.9162,5.997,PTE,08-04-2021 18:00,False
30.6,6.0,22.83,27.424,50.254,1.31336,0.905,PTE,08-04-2021 19:00,False
28.6,9.0,28.802,27.224,56.027,1.39539,0.763,PTE,08-04-2021 20:00,False
42.8,34.0,24.358,24.907,49.265,1.15937,0.698,PTE,08-04-2021 21:00,True
39.3,27.0,29.263,24.081,53.346,1.27127,0.366,PTE,08-04-2021 22:00,True
40.6,16.0,41.752,24.543,66.297,1.40621,0.458,PTE,08-04-2021 23:00,True
41.0,22.0,40.666,24.281,64.947,2.03649,0.383,PTE,08-04-2021 24:00,True
45.4,33.0,42.447,23.01,65.457,1.38212,0.275,PTE,09-04-2021 01:00,True
57.5,37.0,22.196,19.004,41.2,0.93911,0.466,PTE,09-04-2021 02:00,True
64.8,33.0,4.433,14.483,18.917,0.62358,5.735,PTE,09-04-2021 03:00,True
48.1,4.0,4.014,16.401,20.414,0.58762,3.157,PTE,09-04-2021 04:00,False
45.1,17.0,6.432,16.279,22.711,0.617,3.206,PTE,09-04-2021 05:00,True
41.9,28.0,22.094,22.974,45.069,0.81576,0.78,PTE,09-04-2021 06:00,True
40.3,26.0,46.999,24.013,71.012,1.2339,2.201,PTE,09-04-2021 07:00,True
37.3,26.0,11.831,21.405,33.236,0.84872,6.056,PTE,09-04-2021 08:00,True
34.7,9.0,10.795,20.016,30.813,0.79305,6.37,PTE,09-04-2021 09:00,False
34.2,22.0,13.622,17.604,31.226,0.76134,6.053,PTE,09-04-2021 10:00,True
25.4,15.0,10.638,13.4,24.038,0.6999,8.999,PTE,09-04-2021 11:00,True
26.6,15.0,7.996,9.514,17.509,0.5703,12.847,PTE,09-04-2021 12:00,True
22.0,22.0,7.058,9.34,16.399,0.54419,13.233,PTE,09-04-2021 13:00,True
18.6,18.0,7.719,10.203,17.923,0.61144,13.75,PTE,09-04-2021 14:00,True
,30.0,10.258,12.086,22.342,0.69147,11.924,PTE,09-04-2021 15:00,True
11.9,6.0,8.854,12.155,21.008,0.67032,10.793,PTE,09-04-2021 16:00,False
11.9,10.0,7.748,11.93,19.678,0.66401,9.157,PTE,09-04-2021 17:00,False
9.0,9.0,11.488,15.166,26.654,0.86298,6.655,PTE,09-04-2021 18:00,False
8.8,0.0,26.637,27.569,54.205,1.17586,1.382,PTE,09-04-2021 19:00,False
40.5,19.0,30.726,23.525,54.252,1.28696,0.565,PTE,09-04-2021 20:00,True
50.5,28.0,48.329,23.694,72.023,1.48018,0.485,PTE,09-04-2021 21:00,True
53.9,31.0,45.856,21.918,67.775,1.55141,0.51,PTE,09-04-2021 22:00,True
60.9,24.0,54.121,20.999,75.12,1.48487,0.38,PTE,09-04-2021 23:00,True
76.5,39.0,52.033,20.326,72.358,1.76847,0.311,PTE,09-04-2021 24:00,True
83.0,41.0,60.613,19.075,79.688,1.4819,0.39,PTE,10-04-2021 01:00,True
72.3,21.0,62.141,19.444,81.586,1.24719,0.406,PTE,10-04-2021 02:00,True
61.9,31.0,39.174,19.319,58.493,0.88353,0.498,PTE,10-04-2021 03:00,True
67.0,27.0,43.857,19.196,63.053,0.93759,0.46,PTE,10-04-2021 04:00,True
63.1,33.0,67.769,19.936,87.705,1.00946,0.594,PTE,10-04-2021 05:00,True
87.6,52.0,53.746,17.461,71.207,1.07792,0.512,PTE,10-04-2021 06:00,True
78.2,36.0,55.674,18.031,73.706,1.18283,0.643,PTE,10-04-2021 07:00,True
75.5,21.0,62.363,24.18,86.542,1.50656,2.034,PTE,10-04-2021 08:00,True
69.5,50.0,37.35,30.984,68.334,1.3261,6.842,PTE,10-04-2021 09:00,True
74.5,58.0,11.554,16.529,28.083,0.7398,8.079,PTE,10-04-2021 10:00,True
63.5,34.0,4.871,10.962,15.833,0.55393,10.898,PTE,10-04-2021 11:00,True
45.2,9.0,3.124,7.641,10.765,0.48382,14.817,PTE,10-04-2021 12:00,False
44.3,29.0,2.91,8.219,11.129,0.48191,15.074,PTE,10-04-2021 13:00,True
31.9,16.0,4.098,9.387,13.485,0.55108,10.297,PTE,10-04-2021 14:00,True
34.2,6.0,2.059,13.725,15.784,0.66422,27.25,PTE,10-04-2021 15:00,False
36.5,22.0,4.307,10.851,15.159,0.57513,12.635,PTE,10-04-2021 16:00,True
26.0,16.0,3.729,14.889,18.618,0.65883,14.052,PTE,10-04-2021 17:00,True
34.9,14.0,3.143,21.081,24.224,0.82693,13.745,PTE,10-04-2021 18:00,True
41.6,9.0,1.329,20.578,21.907,0.77621,9.724,PTE,10-04-2021 19:00,False
33.4,3.0,4.22,24.514,28.734,0.87479,3.875,PTE,10-04-2021 20:00,False
32.0,32.0,4.97,13.67,18.639,0.6875,5.097,PTE,10-04-2021 21:00,True
24.0,7.0,3.535,14.904,18.439,0.66909,4.419,PTE,10-04-2021 22:00,False
21.1,17.0,6.777,19.306,26.082,0.80478,1.363,PTE,10-04-2021 23:00,True
25.6,19.0,4.968,21.431,26.399,0.82152,1.365,PTE,10-04-2021 24:00,True
21.6,17.0,10.591,20.463,31.054,0.77411,0.282,PTE,11-04-2021 01:00,True
19.3,16.0,17.199,19.45,36.649,0.77869,0.441,PTE,11-04-2021 02:00,True
34.3,23.0,9.753,16.576,26.329,0.65561,0.563,PTE,11-04-2021 03:00,True
26.9,17.0,5.744,18.001,23.746,0.6632,0.647,PTE,11-04-2021 04:00,True
33.1,33.0,18.379,17.751,36.13,0.72871,0.46,PTE,11-04-2021 05:00,True
31.8,23.0,20.226,16.745,36.972,0.86615,0.276,PTE,11-04-2021 06:00,True
32.8,18.0,35.315,16.752,52.068,1.1428,0.991,PTE,11-04-2021 07:00,True
31.2,25.0,30.592,19.544,50.136,1.17854,2.476,PTE,11-04-2021 08:00,True
40.7,17.0,11.845,13.066,24.911,0.73106,8.028,PTE,11-04-2021 09:00,True
30.1,24.0,5.046,9.773,14.819,0.58444,10.355,PTE,11-04-2021 10:00,True
,33.0,0.77,4.346,5.115,0.40278,10.052,PTE,11-04-2021 11:00,True
,25.0,0.832,3.382,4.214,0.40756,10.569,PTE,11-04-2021 12:00,True
28.9,7.0,1.389,3.561,4.95,0.41782,10.589,PTE,11-04-2021 13:00,False
21.3,6.0,1.492,3.656,5.148,0.41727,10.725,PTE,11-04-2021 14:00,False
16.2,7.0,1.016,3.244,4.26,0.4047,9.886,PTE,11-04-2021 15:00,False
12.1,10.0,1.899,3.897,5.796,0.46059,9.309,PTE,11-04-2021 16:00,False
9.0,5.0,1.946,6.776,8.723,0.52248,12.532,PTE,11-04-2021 17:00,False
6.9,0.0,3.094,11.333,14.427,0.63496,10.091,PTE,11-04-2021 18:00,False
11.4,3.0,2.772,12.193,14.965,0.60847,6.849,PTE,11-04-2021 19:00,False
8.0,2.0,4.676,16.351,21.028,0.68218,4.169,PTE,11-04-2021 20:00,False
15.3,0.0,2.928,15.774,18.702,0.64821,3.92,PTE,11-04-2021 21:00,False
14.2,2.0,3.149,13.076,16.225,0.613,4.138,PTE,11-04-2021 22:00,False
14.0,14.0,1.997,8.192,10.188,0.50244,7.341,PTE,11-04-2021 23:00,True
14.5,12.0,0.527,6.17,6.696,0.42603,9.085,PTE,11-04-2021 24:00,False
11.1,6.0,0.548,4.938,5.485,0.39524,9.206,PTE,12-04-2021 01:00,False
9.3,6.0,0.715,6.533,7.248,0.40468,8.717,PTE,12-04-2021 02:00,False
19.4,19.0,0.377,5.28,5.657,0.38781,9.988,PTE,12-04-2021 03:00,True
13.9,11.0,0.791,6.251,7.042,0.41147,10.136,PTE,12-04-2021 04:00,False
11.0,11.0,7.295,9.192,16.487,0.47705,7.758,PTE,12-04-2021 05:00,False
8.0,8.0,22.404,16.43,38.833,0.76124,0.741,PTE,12-04-2021 06:00,False
,21.0,28.971,18.568,47.549,1.05867,0.942,PTE,12-04-2021 07:00,True
,15.0,27.34,20.46,47.807,1.13372,1.836,PTE,12-04-2021 08:00,True
,18.0,50.008,25.892,75.914,1.4252,1.598,PTE,12-04-2021 09:00,True
29.0,29.0,,,,0.83896,5.464,PTE,12-04-2021 10:00,True
24.4,8.0,,,,,,PTE,12-04-2021 11:00,False
23.3,18.0,13.768,12.168,25.904,0.41515,,PTE,12-04-2021 12:00,True
26.7,23.0,11.429,11.982,23.401,0.35249,,PTE,12-04-2021 13:00,True
,42.0,10.027,10.414,20.446,0.36285,7.57,PTE,12-04-2021 14:00,True
18.4,9.0,7.38,7.773,15.152,0.28289,9.094,PTE,12-04-2021 15:00,False
17.3,9.0,6.329,7.866,14.192,0.26924,9.703,PTE,12-04-2021 16:00,False
13.2,7.0,5.813,8.628,14.441,0.29276,10.503,PTE,12-04-2021 17:00,False
14.1,6.0,8.369,12.547,20.918,0.46674,7.181,PTE,12-04-2021 18:00,False
10.7,6.0,11.532,16.925,28.462,0.59563,3.022,PTE,12-04-2021 19:00,False
11.9,6.0,15.597,18.196,33.789,0.60453,1.336,PTE,12-04-2021 20:00,False
15.8,10.0,17.761,18.533,36.315,0.76696,0.731,PTE,12-04-2021 21:00,False
23.2,21.0,23.091,19.124,42.204,0.76908,0.381,PTE,12-04-2021 22:00,True
33.8,20.0,23.288,18.177,41.553,0.71444,0.484,PTE,12-04-2021 23:00,True
31.8,6.0,40.252,19.375,59.525,0.85141,0.827,PTE,12-04-2021 24:00,False
26.0,9.0,5.449,9.859,15.304,0.31039,7.007,PTE,13-04-2021 01:00,False
24.8,16.0,15.192,19.053,34.274,0.39048,0.954,PTE,13-04-2021 02:00,True
29.0,25.0,14.297,17.111,31.387,0.49906,1.011,PTE,13-04-2021 03:00,True
32.9,7.0,10.782,15.533,26.307,0.51522,1.217,PTE,13-04-2021 04:00,False
24.0,16.0,10.29,17.248,27.541,0.44654,1.858,PTE,13-04-2021 05:00,True
34.3,14.0,23.398,16.869,40.45,0.57101,3.128,PTE,13-04-2021 06:00,True
26.6,17.0,107.492,24.712,132.101,1.89259,1.439,PTE,13-04-2021 07:00,True
51.1,51.0,23.649,16.278,39.855,0.76432,6.3,PTE,13-04-2021 08:00,True
39.1,11.0,12.984,12.331,25.305,0.4771,9.415,PTE,13-04-2021 09:00,False
33.0,16.0,9.772,10.938,20.719,0.38011,11.509,PTE,13-04-2021 10:00,True
32.3,19.0,6.269,8.32,14.583,0.28281,12.783,PTE,13-04-2021 11:00,True
23.3,18.0,7.117,8.042,15.16,0.29658,12.617,PTE,13-04-2021 12:00,True
20.5,13.0,8.918,8.436,17.346,0.33153,11.595,PTE,13-04-2021 13:00,True
23.7,21.0,8.872,8.544,17.432,0.3518,10.624,PTE,13-04-2021 14:00,True
17.3,3.0,9.564,8.473,18.028,0.35085,11.813,PTE,13-04-2021 15:00,False
17.0,17.0,7.961,8.479,16.444,0.32221,12.409,PTE,13-04-2021 16:00,True
13.0,13.0,9.085,9.86,18.95,0.38947,11.482,PTE,13-04-2021 17:00,True
14.0,14.0,8.921,13.334,22.243,0.5224,8.7,PTE,13-04-2021 18:00,True
9.0,3.0,9.062,15.942,25.005,0.60211,6.581,PTE,13-04-2021 19:00,False
6.2,0.0,9.113,16.781,25.901,0.61569,5.977,PTE,13-04-2021 20:00,False
5.6,0.0,7.373,16.399,23.761,0.54712,5.964,PTE,13-04-2021 21:00,False
9.0,9.0,4.678,13.937,18.618,0.44031,7.775,PTE,13-04-2021 22:00,False
15.0,15.0,4.232,14.794,19.027,0.44136,6.433,PTE,13-04-2021 23:00,True
8.8,4.0,2.383,10.714,13.09,0.26929,8.7,PTE,13-04-2021 24:00,False
13.9,4.0,0.815,7.009,7.823,0.17767,11.655,PTE,14-04-2021 01:00,False
10.2,5.0,0.658,7.502,8.16,0.15015,10.586,PTE,14-04-2021 02:00,False
12.9,3.0,0.763,7.292,8.056,0.17137,9.64,PTE,14-04-2021 03:00,False
10.0,3.0,1.063,7.655,8.721,0.14189,9.754,PTE,14-04-2021 04:00,False
7.5,4.0,4.248,13.901,18.153,0.22425,4.894,PTE,14-04-2021 05:00,False
13.7,6.0,16.003,19.198,35.236,0.50139,1.38,PTE,14-04-2021 06:00,False
,18.0,24.501,21.105,45.607,0.83053,1.297,PTE,14-04-2021 07:00,True
19.0,18.0,26.859,19.628,46.461,0.97129,3.024,PTE,14-04-2021 08:00,True
22.4,11.0,23.46,19.909,43.368,0.86832,4.59,PTE,14-04-2021 09:00,False
19.6,19.0,11.3,11.998,23.284,0.51007,7.748,PTE,14-04-2021 10:00,True
20.8,8.0,7.269,7.936,15.211,0.33278,10.378,PTE,14-04-2021 11:00,False
17.2,10.0,7.611,7.241,14.848,0.34646,11.171,PTE,14-04-2021 12:00,False
13.1,,6.734,7.526,14.273,0.3605,11.023,PTE,14-04-2021 13:00,False
9.9,,7.578,7.718,15.287,0.37273,10.487,PTE,14-04-2021 14:00,False
7.3,,8.753,8.371,17.123,0.39908,10.789,PTE,14-04-2021 15:00,False
7.2,7.2,8.253,9.074,17.327,0.40071,10.141,PTE,14-04-2021 16:00,False
6.1,0.0,9.79,10.371,20.162,0.47693,9.369,PTE,14-04-2021 17:00,False
5.0,0.0,12.392,14.667,27.065,0.69137,6.437,PTE,14-04-2021 18:00,False
3.8,0.0,17.434,18.876,36.31,0.9562,3.394,PTE,14-04-2021 19:00,False
4.9,0.0,18.42,20.332,38.756,0.94578,2.184,PTE,14-04-2021 20:00,False
12.4,7.0,13.236,19.379,32.607,0.80699,2.561,PTE,14-04-2021 21:00,False
11.8,3.0,8.202,17.959,26.152,0.67711,3.186,PTE,14-04-2021 22:00,False
13.8,0.0,6.235,15.715,21.95,0.57863,4.068,PTE,14-04-2021 23:00,False
11.4,8.0,3.064,11.533,14.594,0.39122,6.947,PTE,14-04-2021 24:00,False
16.0,12.0,4.702,14.632,19.334,0.42927,3.659,PTE,15-04-2021 01:00,False
21.1,12.0,2.157,12.122,14.286,0.31654,4.081,PTE,15-04-2021 02:00,False
15.6,6.0,25.702,17.155,42.894,0.62304,0.386,PTE,15-04-2021 03:00,False
30.3,16.0,31.912,17.536,49.45,0.74666,0.275,PTE,15-04-2021 04:00,True
36.0,36.0,25.912,16.763,42.653,0.61983,0.296,PTE,15-04-2021 05:00,True
37.3,19.0,60.732,18.544,79.342,1.02225,0.392,PTE,15-04-2021 06:00,True
40.8,32.0,59.385,18.471,77.803,1.22699,0.786,PTE,15-04-2021 07:00,True
50.8,22.0,42.815,21.08,63.932,1.14334,2.15,PTE,15-04-2021 08:00,True
47.3,40.0,25.342,19.55,44.829,0.90471,5.079,PTE,15-04-2021 09:00,True
45.2,21.0,11.808,10.265,22.071,0.49325,9.22,PTE,15-04-2021 10:00,True
38.8,29.0,11.015,8.748,19.763,0.43448,10.87,PTE,15-04-2021 11:00,True
29.0,24.0,9.212,8.543,17.756,0.40433,10.94,PTE,15-04-2021 12:00,True
29.1,26.0,8.311,7.859,16.164,0.39708,11.505,PTE,15-04-2021 13:00,True
21.6,12.0,7.884,7.541,15.424,0.38549,10.939,PTE,15-04-2021 14:00,False
16.5,7.0,7.796,8.067,15.867,0.40412,9.601,PTE,15-04-2021 15:00,False
12.0,3.0,9.117,8.754,17.87,0.43467,8.961,PTE,15-04-2021 16:00,False
11.7,0.0,8.122,9.132,17.249,0.42786,8.978,PTE,15-04-2021 17:00,False
13.3,0.0,8.315,10.856,19.188,0.51034,7.888,PTE,15-04-2021 18:00,False
9.8,6.0,11.647,15.352,26.995,0.71285,4.954,PTE,15-04-2021 19:00,False
7.4,0.0,10.028,15.347,25.37,0.74409,5.07,PTE,15-04-2021 20:00,False
5.8,0.0,9.947,16.514,26.459,0.72699,4.125,PTE,15-04-2021 21:00,False
7.7,5.0,60.89,23.925,84.902,1.36579,0.625,PTE,15-04-2021 22:00,False
34.0,34.0,60.139,22.496,82.599,1.33872,0.554,PTE,15-04-2021 23:00,True
48.7,39.0,30.226,18.536,48.749,0.90867,0.192,PTE,15-04-2021 24:00,True
52.3,15.0,25.227,16.674,41.888,0.68875,0.224,PTE,16-04-2021 01:00,True
42.4,24.0,26.556,16.163,42.715,0.69533,0.197,PTE,16-04-2021 02:00,True
36.9,8.0,13.885,15.949,29.817,0.47826,0.466,PTE,16-04-2021 03:00,False
37.5,16.0,30.369,16.17,46.604,0.92823,1.196,PTE,16-04-2021 04:00,True
30.9,26.0,61.449,17.839,79.292,0.78197,0.324,PTE,16-04-2021 05:00,True
43.8,28.0,64.947,18.735,83.722,1.34428,0.282,PTE,16-04-2021 06:00,True
54.9,30.0,82.036,19.436,101.429,1.55335,0.725,PTE,16-04-2021 07:00,True
54.2,34.0,49.607,20.577,70.15,1.13423,2.089,PTE,16-04-2021 08:00,True
53.5,28.0,33.477,22.551,56.024,1.1276,4.115,PTE,16-04-2021 09:00,True
46.9,32.0,20.286,22.249,42.519,0.73839,7.737,PTE,16-04-2021 10:00,True
,43.0,12.896,20.556,33.442,0.65644,11.168,PTE,16-04-2021 11:00,True
35.6,14.0,8.626,19.567,28.19,0.5619,15.656,PTE,16-04-2021 12:00,True
32.9,18.0,6.551,13.187,19.742,0.43034,12.911,PTE,16-04-2021 13:00,True
24.0,13.0,6.589,10.357,16.936,0.38238,10.67,PTE,16-04-2021 14:00,True
27.2,21.0,2.417,15.987,18.403,0.48616,26.337,PTE,16-04-2021 15:00,True
29.6,29.0,4.567,11.795,16.362,0.43426,18.269,PTE,16-04-2021 16:00,True
40.8,13.0,2.916,12.522,15.437,0.43115,15.603,PTE,16-04-2021 17:00,True
32.0,10.0,5.98,16.137,22.123,0.65421,8.781,PTE,16-04-2021 18:00,False
27.7,0.0,6.867,21.2,28.071,0.7499,3.735,PTE,16-04-2021 19:00,False
34.0,0.0,3.197,16.819,20.008,0.57844,6.668,PTE,16-04-2021 20:00,False
24.3,11.0,5.028,20.34,25.368,0.64464,3.633,PTE,16-04-2021 21:00,False
,27.0,7.105,23.039,30.148,0.64192,1.719,PTE,16-04-2021 22:00,True
46.9,25.0,7.557,22.848,30.399,0.57219,1.266,PTE,16-04-2021 23:00,True
43.0,27.0,1.472,11.559,13.029,0.30552,8.823,PTE,16-04-2021 24:00,True
31.0,14.0,1.072,12.333,13.407,0.28231,6.854,PTE,17-04-2021 01:00,True
26.8,12.0,5.02,19.442,24.464,0.42203,1.277,PTE,17-04-2021 02:00,False
32.6,24.0,3.884,14.63,18.511,0.39613,2.866,PTE,17-04-2021 03:00,True
30.4,11.0,0.521,4.377,4.896,0.20512,11.674,PTE,17-04-2021 04:00,False
23.1,7.0,1.26,7.213,8.475,0.22871,10.553,PTE,17-04-2021 05:00,False
16.8,7.0,6.84,15.103,21.948,0.43554,5.29,PTE,17-04-2021 06:00,False
13.0,13.0,12.403,19.536,31.955,0.61379,4.789,PTE,17-04-2021 07:00,True
11.0,11.0,24.586,20.806,45.399,0.84129,3.48,PTE,17-04-2021 08:00,False
9.6,,23.042,20.025,43.068,0.72353,5.135,PTE,17-04-2021 09:00,False
14.2,,13.631,15.446,29.059,0.56931,7.702,PTE,17-04-2021 10:00,False
11.6,,5.014,9.325,14.329,0.33773,9.129,PTE,17-04-2021 11:00,False
13.5,,3.708,7.656,11.363,0.28113,9.58,PTE,17-04-2021 12:00,False
15.9,11.0,3.873,7.382,11.256,0.319,9.591,PTE,17-04-2021 13:00,False
17.1,0.0,4.394,6.974,11.369,0.35909,10.41,PTE,17-04-2021 14:00,False
15.7,1.0,4.117,6.657,10.777,0.35313,10.157,PTE,17-04-2021 15:00,False
11.8,,3.685,6.245,9.926,0.31095,10.319,PTE,17-04-2021 16:00,False
12.4,0.0,3.461,6.42,9.877,0.33,10.083,PTE,17-04-2021 17:00,False
9.6,0.0,3.309,7.94,11.25,0.38025,9.578,PTE,17-04-2021 18:00,False
7.4,0.0,3.226,10.413,13.639,0.40551,7.617,PTE,17-04-2021 19:00,False
5.1,0.0,4.086,14.918,19.005,0.47919,3.437,PTE,17-04-2021 20:00,False
8.0,8.0,4.114,13.798,17.917,0.47016,3.147,PTE,17-04-2021 21:00,False
11.0,8.0,2.082,10.726,12.798,0.38677,6.668,PTE,17-04-2021 22:00,False
8.4,5.0,5.418,16.461,21.881,0.52174,1.69,PTE,17-04-2021 23:00,False
10.4,7.0,6.362,16.38,22.743,0.63465,1.447,PTE,17-04-2021 24:00,False
17.9,14.0,3.353,13.153,16.506,0.3613,2.947,PTE,18-04-2021 01:00,True
20.4,17.0,1.807,12.289,14.093,0.30254,3.331,PTE,18-04-2021 02:00,True
16.9,10.0,1.802,13.937,15.744,0.31971,1.854,PTE,18-04-2021 03:00,False
15.1,12.0,5.163,15.977,21.145,0.36706,0.438,PTE,18-04-2021 04:00,False
14.9,13.0,9.288,15.725,25.016,0.45141,0.156,PTE,18-04-2021 05:00,True
29.8,16.0,30.976,15.783,46.804,0.83052,0.18,PTE,18-04-2021 06:00,True
23.2,19.0,22.198,14.876,37.037,0.80363,1.43,PTE,18-04-2021 07:00,True
24.8,18.0,22.281,16.194,38.49,0.93319,2.631,PTE,18-04-2021 08:00,True
39.5,28.0,16.034,16.023,32.034,0.72174,4.919,PTE,18-04-2021 09:00,True
32.5,22.0,5.701,9.374,15.067,0.37406,7.745,PTE,18-04-2021 10:00,True
29.9,15.0,3.405,8.167,11.569,0.32033,11.112,PTE,18-04-2021 11:00,True
21.1,19.0,2.225,5.26,7.484,0.26819,12.131,PTE,18-04-2021 12:00,True
15.2,,2.136,5.207,7.346,0.28082,13.543,PTE,18-04-2021 13:00,False
15.2,,2.132,5.03,7.161,0.28889,14.127,PTE,18-04-2021 14:00,False
11.1,,1.858,7.752,9.611,0.34028,16.398,PTE,18-04-2021 15:00,False
8.1,,1.743,7.685,9.425,0.37833,17.935,PTE,18-04-2021 16:00,False
8.4,,1.673,8.662,10.336,0.4164,13.964,PTE,18-04-2021 17:00,False
11.0,,2.013,10.023,12.035,0.45527,10.607,PTE,18-04-2021 18:00,False
11.0,,1.895,16.735,18.635,0.57432,4.43,PTE,18-04-2021 19:00,False
18.9,,7.72,21.802,29.551,0.76916,0.986,PTE,18-04-2021 20:00,False
23.3,,22.507,22.813,45.298,1.12596,0.65,PTE,18-04-2021 21:00,False
20.9,,33.911,23.174,57.1,1.22113,0.371,PTE,18-04-2021 22:00,False
25.5,,7.076,14.107,21.158,0.57168,6.222,PTE,18-04-2021 23:00,False
22.9,,0.559,7.687,8.245,0.33314,11.321,PTE,18-04-2021 24:00,False
17.5,,0.872,7.728,8.6,0.3408,9.819,PTE,19-04-2021 01:00,False
22.6,,0.286,5.83,6.117,0.25766,11.537,PTE,19-04-2021 02:00,False
17.6,,0.639,6.914,7.554,0.3422,11.533,PTE,19-04-2021 03:00,False
21.3,,2.612,11.22,13.834,0.3401,7.733,PTE,19-04-2021 04:00,False
35.6,,8.811,17.392,26.216,0.40751,4.246,PTE,19-04-2021 05:00,False
33.2,,29.866,23.661,53.546,1.30214,2.426,PTE,19-04-2021 06:00,False
38.3,,40.05,27.445,67.503,1.1179,3.143,PTE,19-04-2021 07:00,False
47.8,,23.802,24.665,48.468,0.94406,8.212,PTE,19-04-2021 08:00,False
40.8,,15.344,21.463,36.807,0.70012,10.859,PTE,19-04-2021 09:00,False
41.6,,13.466,20.629,34.095,0.63468,12.604,PTE,19-04-2021 10:00,False
43.0,,6.218,13.49,19.708,0.41193,14.086,PTE,19-04-2021 11:00,False
34.6,,5.711,11.317,17.028,0.36428,15.404,PTE,19-04-2021 12:00,False
26.5,,5.684,10.491,16.176,0.38981,15.245,PTE,19-04-2021 13:00,False
26.5,,4.188,9.894,14.082,0.36264,14.896,PTE,19-04-2021 14:00,False
23.8,,7.538,11.714,19.252,0.44833,14.606,PTE,19-04-2021 15:00,False
28.4,,7.028,11.305,18.332,0.4281,14.776,PTE,19-04-2021 16:00,False
23.9,,9.363,16.017,25.381,0.61745,10.393,PTE,19-04-2021 17:00,False
21.1,,13.099,23.549,36.648,0.84964,5.234,PTE,19-04-2021 18:00,False
29.3,,7.62,20.55,28.17,0.78079,7.726,PTE,19-04-2021 19:00,False
28.4,,10.7,27.824,38.524,1.01495,2.492,PTE,19-04-2021 20:00,False
27.7,,4.637,21.391,26.029,0.70233,5.514,PTE,19-04-2021 21:00,False
26.5,,4.887,22.062,26.949,0.68824,5.574,PTE,19-04-2021 22:00,False
32.3,,6.507,22.846,29.353,0.67568,3.474,PTE,19-04-2021 23:00,False
34.7,,3.138,18.878,22.016,0.47602,5.19,PTE,19-04-2021 24:00,False
33.8,,1.612,14.322,15.935,0.3584,7.857,PTE,20-04-2021 01:00,False
31.6,,11.612,18.172,29.784,0.4362,4.557,PTE,20-04-2021 02:00,False
37.5,,15.541,22.687,38.227,0.45191,0.856,PTE,20-04-2021 03:00,False
36.0,,27.814,24.211,52.025,0.58007,0.375,PTE,20-04-2021 04:00,False
31.6,,56.644,24.475,81.12,0.76568,0.439,PTE,20-04-2021 05:00,False
40.3,,92.363,27.611,119.974,1.18974,0.511,PTE,20-04-2021 06:00,False
57.0,,109.177,30.879,140.053,1.96095,0.992,PTE,20-04-2021 07:00,False
75.4,,80.638,34.572,115.209,1.92036,3.236,PTE,20-04-2021 08:00,False
68.8,,46.703,39.672,86.374,1.4624,7.389,PTE,20-04-2021 09:00,False
81.2,,,,,1.26733,18.972,PTE,20-04-2021 10:00,False
81.2,,8.619,23.357,31.976,,,PTE,20-04-2021 11:00,False
65.5,23.0,6.307,15.525,21.832,0.43127,,PTE,20-04-2021 12:00,True
55.1,33.0,6.044,12.435,18.479,0.39958,28.189,PTE,20-04-2021 13:00,True
48.4,29.0,5.643,12.795,18.438,0.38308,25.891,PTE,20-04-2021 14:00,True
47.9,19.0,3.235,13.076,16.312,0.40018,30.291,PTE,20-04-2021 15:00,True
43.2,,4.969,16.208,21.177,0.50264,20.299,PTE,20-04-2021 16:00,False
36.6,2.0,4.102,15.46,19.562,0.52473,17.072,PTE,20-04-2021 17:00,False
42.1,0.0,5.02,18.191,23.21,0.62177,10.64,PTE,20-04-2021 18:00,False
47.6,2.0,5.536,19.597,25.133,0.75925,7.89,PTE,20-04-2021 19:00,False
33.2,5.0,14.824,27.677,42.501,1.21139,2.967,PTE,20-04-2021 20:00,False
31.6,19.0,10.133,24.48,34.612,0.84849,4.218,PTE,20-04-2021 21:00,True
30.5,19.0,4.888,20.036,24.924,0.55295,6.248,PTE,20-04-2021 22:00,True
